Property_ID,City,Locality_Type,Property_Type,BHK,Bathrooms,Super_Area_SqFt,Carpet_Area_SqFt,Floor_Number,Total_Floors,Age_of_Property,Furnishing_Status,Parking,Lift_Available,Gated_Community,Distance_to_Metro_km,Distance_to_City_Center_km,Price_INR_Lakhs
CH-930094,Chennai,Affordable,Builder Floor,2,2,1051.03,779.09,15,23,5,Unfurnished,0,1,1,2.0,14.84,75.06
BA-026659,Bangalore,Affordable,Independent House,1,1,420.14,355.56,4,18,10,Semi-Furnished,1,1,1,0.66,11.05,23.21
HY-797800,Hyderabad,Mid-Range,Builder Floor,3,3,1027.91,835.77,8,12,21,Furnished,1,1,1,4.06,9.61,44.82
MU-094883,Mumbai,Mid-Range,Builder Floor,2,3,574.49,481.41,11,30,3,Semi-Furnished,1,1,0,0.94,12.17,132.27
MU-936989,Mumbai,Premium,Villa,3,3,732.7,492.77,23,33,32,Semi-Furnished,0,1,1,2.97,6.96,54.716632057223414
HY-681794,Hyderabad,Mid-Range,Apartment,3,3,895.81,716.83,31,39,22,Unfurnished,1,1,1,0.87,10.42,42.75
KO-546913,Kolkata,Mid-Range,Builder Floor,2,3,1183.35,830.1,10,13,32,Semi-Furnished,1,1,0,2.46,14.66,61.5
PU-441061,Pune,Mid-Range,Independent House,3,3,1275.87,1009.71,0,7,34,Furnished,1,1,1,1.21,5.66,112.86
BA-920930,Bangalore,Mid-Range,Builder Floor,3,3,723.56,596.33,20,22,27,Unfurnished,0,1,1,7.28,7.5,80.32
DE-085000,Delhi,Mid-Range,Builder Floor,1,1,985.3,807.14,12,39,32,Furnished,1,1,1,2.76,8.55,74.97
MU-019479,Mumbai,Affordable,Villa,5,6,712.99,594.69,0,23,19,Furnished,1,1,1,0.04,7.48,85.77
DE-415026,Delhi,Mid-Range,Apartment,3,4,1301.98,979.65,13,26,1,Unfurnished,1,1,1,4.38,5.87,194.83
HY-465239,Hyderabad,Mid-Range,Villa,2,2,1036.08,796.06,7,15,5,Furnished,1,1,1,5.33,11.12,74.6
AH-029968,Ahmedabad,Affordable,Villa,2,2,747.67,494.58,18,30,22,Furnished,1,1,1,3.34,0.67,18.63
KO-061533,Kolkata,Mid-Range,Builder Floor,3,4,1486.97,1222.88,4,6,26,Unfurnished,1,1,0,4.49,4.07,87.93
HY-410699,Hyderabad,Mid-Range,Apartment,3,4,1238.14,985.1,2,24,27,Furnished,1,1,1,3.97,9.89,73.56
KO-134488,Kolkata,Premium,Builder Floor,4,4,1855.39,1234.16,1,6,22,Furnished,1,1,1,2.83,4.65,177.85
KO-697885,Kolkata,Premium,Builder Floor,2,2,1875.61,1319.98,0,13,29,Furnished,1,1,0,3.4,6.49,63.1463610576492
KO-259623,Kolkata,Affordable,Independent House,3,4,633.88,504.65,0,33,11,Unfurnished,0,1,1,6.52,10.15,19.36
JA-725351,Jaipur,Affordable,Villa,1,1,1164.18,911.64,13,19,2,Furnished,1,1,1,0.43,11.94,40.65
CH-796443,Chennai,Mid-Range,Builder Floor,5,5,1427.81,1022.3,0,5,11,Semi-Furnished,1,1,0,2.42,3.66,168.11
PU-664145,Pune,Mid-Range,Villa,1,2,1546.15,1159.68,4,29,24,Furnished,1,1,0,4.54,8.0,73.02
AH-273010,Ahmedabad,Mid-Range,Builder Floor,4,5,1560.86,1250.02,7,37,14,Semi-Furnished,1,1,1,4.83,5.72,72.44
BA-581642,Bangalore,Mid-Range,Independent House,1,1,1442.83,1206.83,18,29,11,Furnished,1,1,1,1.88,5.69,178.63
KO-630812,Kolkata,Premium,Builder Floor,5,6,1865.58,1483.55,11,12,3,Unfurnished,1,1,0,2.12,12.82,144.04
CH-962403,Chandigarh,Mid-Range,Independent House,2,3,1116.27,908.8,10,16,19,Semi-Furnished,0,1,1,3.22,11.4,50.35
DE-174296,Delhi,Mid-Range,Villa,4,4,1127.8,808.9,5,31,32,Semi-Furnished,1,1,0,1.71,12.73,103.33
PU-051154,Pune,Premium,Builder Floor,2,2,2321.98,1624.15,0,38,5,Semi-Furnished,1,1,1,2.86,14.72,154.35
DE-062660,Delhi,Affordable,Independent House,4,5,868.89,726.26,2,7,13,Furnished,0,1,0,5.36,2.71,131.49
JA-127323,Jaipur,Affordable,Villa,4,4,868.81,734.83,5,17,20,Furnished,1,1,1,0.68,4.54,38.3
CH-894827,Chennai,Mid-Range,Apartment,4,4,408.87,325.11,10,32,10,Unfurnished,1,1,1,2.35,5.72,18.3
CH-405671,Chandigarh,Mid-Range,Villa,2,3,1445.72,1058.37,7,37,17,Unfurnished,0,1,0,5.65,7.95,61.31
PU-187230,Pune,Mid-Range,Apartment,4,4,1156.28,864.9,2,32,15,Semi-Furnished,1,1,1,4.07,3.91,139.09
CH-358742,Chandigarh,Premium,Independent House,3,3,2322.36,1895.77,4,23,27,Furnished,1,1,1,4.82,1.08,284.01
CH-876545,Chandigarh,Affordable,Apartment,3,3,852.48,602.18,16,23,17,Furnished,0,1,1,6.77,10.76,37.07
DE-558240,Delhi,Mid-Range,Villa,3,3,1270.46,925.33,18,29,27,Unfurnished,1,1,1,5.61,7.13,149.84
CH-119924,Chandigarh,Affordable,Apartment,3,3,824.96,574.61,12,30,1,Semi-Furnished,1,1,0,1.6,10.03,36.75
JA-714915,Jaipur,Affordable,Independent House,3,3,969.62,797.53,9,16,7,Furnished,0,1,0,5.53,8.55,42.54
PU-975142,Pune,Mid-Range,Apartment,3,4,1625.46,1164.01,2,21,25,Unfurnished,1,1,0,3.39,11.38,131.68
BA-447616,Bangalore,Mid-Range,Independent House,3,3,1364.66,918.53,6,29,23,Unfurnished,1,1,0,7.44,11.43,76.42
HY-190083,Hyderabad,Mid-Range,Apartment,1,2,929.03,614.14,24,31,34,Semi-Furnished,0,1,1,0.2,1.98,64.04
KO-203116,Kolkata,Mid-Range,Independent House,6,6,1019.27,807.84,2,11,27,Furnished,1,1,1,3.76,8.1,47.68
PU-213993,Pune,Affordable,Independent House,3,3,466.56,368.54,5,20,18,Furnished,0,1,1,5.09,13.71,32.16
JA-777771,Jaipur,Mid-Range,Apartment,3,3,1304.34,920.71,13,26,18,Semi-Furnished,0,1,0,0.5,3.44,67.17
CH-843572,Chennai,Mid-Range,Independent House,3,4,1175.77,947.11,12,27,22,Semi-Furnished,0,1,0,3.88,6.67,55.01
CH-612870,Chennai,Affordable,Apartment,1,1,810.68,595.92,24,35,28,Furnished,1,1,1,0.38,7.02,56.88
DE-231251,Delhi,Mid-Range,Villa,2,3,1020.09,805.89,9,10,21,Unfurnished,1,1,1,4.19,8.32,73.77
PU-485970,Pune,Mid-Range,Builder Floor,3,4,642.37,521.25,8,16,27,Semi-Furnished,1,1,1,1.04,9.97,31.66
KO-446615,Kolkata,Mid-Range,Independent House,3,3,1278.01,1018.3,3,9,9,Furnished,0,1,0,1.08,18.39,60.98
PU-837392,Pune,Mid-Range,Villa,2,2,1725.34,1184.5,6,17,27,Semi-Furnished,1,1,1,1.85,1.61,171.12
PU-536309,Pune,Premium,Builder Floor,1,1,1427.54,933.82,2,31,2,Furnished,0,1,0,3.79,3.61,178.47
JA-818534,Jaipur,Premium,Builder Floor,2,2,2074.06,1731.62,8,16,2,Furnished,1,1,1,5.24,6.09,119.43
MU-285039,Mumbai,Mid-Range,Villa,4,5,1179.17,808.31,23,38,7,Furnished,1,1,0,5.43,4.11,171.71
JA-579542,Jaipur,Affordable,Independent House,2,2,730.11,480.88,9,10,9,Semi-Furnished,1,1,1,0.89,7.16,20.53
JA-543863,Jaipur,Premium,Villa,4,5,2275.39,1898.88,0,7,0,Semi-Furnished,1,1,1,2.61,6.35,215.79
JA-655601,Jaipur,Affordable,Independent House,1,1,675.65,512.31,13,15,4,Semi-Furnished,1,1,1,4.73,6.47,16.39
JA-201406,Jaipur,Premium,Independent House,3,4,1823.36,1426.89,5,37,21,Semi-Furnished,1,1,1,1.81,7.97,65.91
AH-525069,Ahmedabad,Affordable,Apartment,4,5,449.2,363.5,4,11,1,Furnished,1,1,1,3.46,8.98,15.11
KO-108314,Kolkata,Mid-Range,Apartment,2,3,654.54,509.33,5,32,0,Semi-Furnished,0,1,1,1.49,16.65,24.02
PU-163184,Pune,Affordable,Builder Floor,2,3,760.3,636.1,18,23,10,Unfurnished,1,1,1,1.24,5.83,64.78
MU-015821,Mumbai,Premium,Apartment,3,3,1255.51,985.02,0,1,6,Semi-Furnished,1,0,1,2.96,10.81,322.79
MU-167794,Mumbai,Mid-Range,Builder Floor,2,3,892.0,689.15,1,2,20,Semi-Furnished,1,0,1,2.36,9.18,105.05
PU-886109,Pune,Affordable,Independent House,2,3,903.89,655.36,8,13,20,Furnished,1,1,1,0.43,5.28,46.76
JA-320896,Jaipur,Mid-Range,Independent House,2,3,728.13,497.48,10,17,21,Furnished,1,1,0,5.18,10.31,23.13
MU-669931,Mumbai,Mid-Range,Villa,3,3,1108.67,733.27,3,32,31,Furnished,0,1,0,5.02,7.89,171.16
DE-578651,Delhi,Mid-Range,Independent House,4,4,1435.23,1097.53,17,27,24,Semi-Furnished,1,1,0,7.74,10.82,113.72
AH-201342,Ahmedabad,Mid-Range,Builder Floor,3,4,1443.28,1171.68,9,22,28,Furnished,1,1,1,1.27,1.97,74.69
DE-439793,Delhi,Affordable,Independent House,2,2,623.65,489.08,10,31,10,Furnished,1,1,0,1.78,7.87,95.9
DE-649379,Delhi,Mid-Range,Villa,3,3,1503.93,1064.17,23,30,0,Furnished,0,1,0,4.01,6.9,191.37
PU-095098,Pune,Mid-Range,Villa,2,3,1436.14,1169.06,4,6,14,Semi-Furnished,1,1,0,4.8,14.99,57.68
MU-087216,Mumbai,Mid-Range,Apartment,2,3,1481.06,1155.47,0,11,19,Furnished,0,1,0,2.49,2.68,303.49
DE-709837,Delhi,Premium,Apartment,4,5,2188.18,1542.83,10,18,11,Semi-Furnished,1,1,0,3.77,10.18,403.82
KO-580090,Kolkata,Premium,Apartment,4,4,1726.74,1386.51,31,38,4,Semi-Furnished,1,1,0,6.52,13.22,88.46
CH-941015,Chandigarh,Premium,Villa,3,4,2366.43,1875.01,2,5,4,Unfurnished,1,1,0,0.06,2.25,281.53
JA-748021,Jaipur,Affordable,Independent House,3,4,1063.01,779.68,2,8,20,Furnished,1,1,0,1.86,9.71,34.41
CH-455512,Chennai,Mid-Range,Independent House,2,2,1774.75,1274.91,5,23,17,Unfurnished,0,1,1,2.11,6.39,93.95
CH-377898,Chennai,Premium,Villa,3,3,1770.76,1445.29,20,38,0,Unfurnished,0,1,1,5.03,12.35,99.62
KO-008589,Kolkata,Premium,Apartment,3,4,1466.09,1099.42,20,27,12,Semi-Furnished,1,1,1,2.12,11.75,133.89
JA-717264,Jaipur,Mid-Range,Builder Floor,4,4,1070.92,747.35,2,19,12,Unfurnished,0,1,1,5.42,14.8,32.29
CH-847179,Chandigarh,Affordable,Villa,2,2,1114.75,809.07,5,9,33,Semi-Furnished,1,1,1,3.91,4.41,42.87
JA-984616,Jaipur,Premium,Apartment,3,3,2734.89,2095.33,1,30,10,Furnished,0,1,1,1.76,10.09,80.2
CH-853375,Chennai,Affordable,Independent House,2,3,910.79,616.59,11,39,30,Furnished,0,1,1,5.07,12.58,16.432947101554603
KO-872763,Kolkata,Mid-Range,Independent House,2,3,1129.21,753.61,0,2,33,Furnished,1,0,1,2.29,1.15,90.89
CH-840815,Chennai,Premium,Independent House,3,3,2588.77,1818.57,19,33,34,Unfurnished,1,1,0,2.57,2.87,291.56
BA-606082,Bangalore,Mid-Range,Apartment,4,5,1127.25,782.65,24,36,11,Unfurnished,1,1,1,4.04,8.27,110.27
AH-169681,Ahmedabad,Mid-Range,Builder Floor,2,3,957.73,716.35,6,13,31,Unfurnished,1,1,1,0.79,11.3,39.45
MU-890355,Mumbai,Affordable,Apartment,3,4,897.15,656.97,2,21,14,Unfurnished,1,1,0,2.84,10.75,113.08
DE-276804,Delhi,Premium,Independent House,2,2,2271.87,1747.91,10,19,10,Furnished,1,1,1,1.77,5.68,366.14
BA-541244,Bangalore,Mid-Range,Independent House,3,3,1054.47,804.7,9,10,9,Furnished,1,1,1,0.09,10.24,70.46
CH-348550,Chandigarh,Premium,Independent House,3,4,1809.26,1496.19,16,33,32,Semi-Furnished,0,1,0,1.3,8.16,173.92
CH-190553,Chandigarh,Affordable,Builder Floor,4,4,959.81,780.33,20,28,31,Semi-Furnished,1,1,0,3.01,4.76,51.99
JA-760713,Jaipur,Mid-Range,Independent House,2,2,1207.79,849.01,21,22,5,Unfurnished,0,1,0,1.26,8.94,50.83
KO-113568,Kolkata,Premium,Apartment,1,1,1439.8,1167.88,4,14,32,Semi-Furnished,1,1,1,4.3,10.61,217.82954748467407
CH-691135,Chennai,Mid-Range,Builder Floor,4,4,776.83,616.07,11,13,3,Furnished,1,1,0,2.34,4.78,88.7
MU-800716,Mumbai,Premium,Builder Floor,1,1,1696.1,1159.2,0,1,4,Semi-Furnished,0,0,1,2.92,16.76,431.31
BA-414610,Bangalore,Premium,Independent House,1,1,1451.98,1014.15,2,10,22,Unfurnished,1,1,1,0.18,5.33,189.64
KO-180365,Kolkata,Affordable,Apartment,1,2,1005.49,831.5,14,24,20,Furnished,1,1,1,1.29,8.22,43.18
HY-557398,Hyderabad,Premium,Independent House,4,4,1639.08,1367.21,16,23,15,Unfurnished,1,1,0,2.9,9.22,154.58
HY-768119,Hyderabad,Affordable,Independent House,4,5,599.84,390.39,1,3,28,Semi-Furnished,1,0,0,4.48,9.13,67.27228974322672
DE-660284,Delhi,Mid-Range,Independent House,5,5,1225.2,960.5,2,5,12,Unfurnished,0,1,0,1.42,14.28,85.35
HY-232940,Hyderabad,Mid-Range,Builder Floor,2,3,1304.17,1091.79,15,29,4,Furnished,0,1,1,3.87,3.38,144.67
DE-470166,Delhi,Mid-Range,Builder Floor,1,1,778.45,511.94,10,22,11,Semi-Furnished,0,1,1,2.37,4.05,85.64
JA-353924,Jaipur,Mid-Range,Villa,4,5,1379.74,1168.69,9,12,16,Furnished,1,1,0,0.15,7.65,62.35
MU-925235,Mumbai,Mid-Range,Apartment,2,2,1386.45,1046.11,16,26,3,Furnished,1,1,0,4.38,12.54,346.83
AH-273209,Ahmedabad,Mid-Range,Independent House,4,5,1433.76,990.0,1,31,28,Furnished,1,1,1,4.32,6.27,47.09
AH-434010,Ahmedabad,Premium,Independent House,2,3,2846.37,2267.55,16,20,28,Furnished,0,1,0,0.55,13.34,110.0
AH-114749,Ahmedabad,Affordable,Apartment,2,2,755.87,521.49,1,7,23,Unfurnished,1,1,1,2.08,5.88,21.13
BA-061465,Bangalore,Mid-Range,Builder Floor,5,5,1118.56,852.98,6,24,11,Unfurnished,0,1,1,0.45,10.52,99.79
CH-858244,Chennai,Affordable,Independent House,3,4,969.44,701.32,14,21,17,Unfurnished,0,1,1,1.63,12.33,53.09
CH-657598,Chandigarh,Premium,Builder Floor,1,2,1813.53,1198.78,1,2,30,Semi-Furnished,1,0,1,6.7,6.6,122.77
KO-441467,Kolkata,Mid-Range,Apartment,3,3,1201.27,1011.78,35,37,10,Furnished,1,1,0,3.14,15.65,64.54
HY-234112,Hyderabad,Mid-Range,Villa,2,3,1380.24,1036.77,1,9,24,Semi-Furnished,1,1,1,0.1,6.43,90.07
PU-700174,Pune,Mid-Range,Villa,1,1,919.14,599.18,0,3,19,Furnished,1,1,1,4.45,3.69,69.81
AH-792164,Ahmedabad,Mid-Range,Apartment,3,3,1037.56,678.7,9,16,14,Unfurnished,0,1,0,5.32,11.41,31.99
PU-367563,Pune,Mid-Range,Apartment,2,2,1466.01,1037.23,7,11,23,Semi-Furnished,1,1,1,1.6,3.39,105.58
AH-140736,Ahmedabad,Premium,Builder Floor,1,2,2214.4,1447.98,0,39,20,Semi-Furnished,1,1,1,5.97,5.3,103.03
CH-853447,Chandigarh,Premium,Builder Floor,1,2,2733.42,1817.98,1,3,33,Unfurnished,0,0,1,2.38,3.78,317.8
PU-943830,Pune,Premium,Independent House,2,2,1308.06,1005.26,1,4,3,Semi-Furnished,1,1,1,2.47,7.34,179.58
JA-451077,Jaipur,Affordable,Villa,4,5,671.45,515.08,11,17,11,Unfurnished,1,1,0,2.46,0.56,27.2
DE-750948,Delhi,Mid-Range,Independent House,3,3,914.06,710.36,1,31,7,Semi-Furnished,1,1,0,0.29,2.43,122.28
AH-264347,Ahmedabad,Affordable,Villa,3,4,1032.51,774.56,6,22,13,Unfurnished,1,1,0,3.77,7.65,26.2
MU-299229,Mumbai,Mid-Range,Apartment,2,3,1620.83,1253.02,12,35,4,Unfurnished,1,1,0,2.85,3.69,445.32
HY-168524,Hyderabad,Affordable,Independent House,2,2,534.27,348.18,31,33,34,Furnished,1,1,0,3.77,8.06,20.42
PU-015917,Pune,Mid-Range,Villa,1,2,538.79,360.28,2,5,10,Furnished,0,1,1,0.93,11.68,41.02
CH-876805,Chandigarh,Affordable,Villa,2,3,980.66,746.37,3,12,34,Unfurnished,0,1,0,3.37,9.44,37.34
PU-686954,Pune,Mid-Range,Villa,5,5,1241.7,868.25,6,15,2,Furnished,1,1,1,1.49,10.02,88.44
PU-713402,Pune,Affordable,Apartment,3,3,774.32,647.42,6,13,18,Semi-Furnished,0,1,0,3.16,13.98,47.77
MU-556643,Mumbai,Mid-Range,Villa,3,4,1659.68,1224.81,18,39,0,Semi-Furnished,0,1,1,4.18,9.82,260.29
HY-561237,Hyderabad,Mid-Range,Apartment,1,1,1276.12,902.34,29,38,16,Unfurnished,1,1,0,3.48,16.58,86.09
AH-829253,Ahmedabad,Mid-Range,Builder Floor,4,5,1040.54,788.02,27,34,12,Unfurnished,1,1,0,3.57,5.96,29.04
PU-938531,Pune,Mid-Range,Independent House,4,4,1819.35,1517.07,11,12,3,Unfurnished,1,1,1,4.33,10.64,219.46
CH-223203,Chennai,Mid-Range,Villa,5,5,1028.26,748.46,11,13,29,Unfurnished,0,1,0,7.11,9.1,84.56
JA-995089,Jaipur,Affordable,Villa,6,6,906.86,732.74,8,17,27,Unfurnished,1,1,1,4.91,8.42,28.38
CH-330840,Chandigarh,Affordable,Builder Floor,2,2,833.65,617.02,0,1,19,Semi-Furnished,1,0,0,3.55,6.26,42.65
CH-107148,Chandigarh,Mid-Range,Builder Floor,1,2,1090.77,734.79,15,39,1,Furnished,1,1,0,0.47,7.89,57.85464792230269
PU-509581,Pune,Premium,Builder Floor,2,3,2315.06,1535.8,29,37,31,Unfurnished,0,1,0,2.81,7.71,186.88
MU-718686,Mumbai,Affordable,Builder Floor,3,3,775.26,596.33,10,16,19,Furnished,0,1,1,3.51,13.84,166.9068325182006
HY-166087,Hyderabad,Mid-Range,Apartment,4,5,792.21,524.41,6,15,3,Furnished,1,1,1,6.3,12.74,72.63
AH-149746,Ahmedabad,Premium,Villa,3,3,2089.14,1369.9,0,30,34,Unfurnished,1,1,1,3.38,8.07,70.32
MU-705703,Mumbai,Mid-Range,Apartment,2,2,847.36,685.92,1,23,2,Semi-Furnished,1,1,1,1.5,8.06,149.33
CH-015881,Chandigarh,Premium,Apartment,3,3,1885.1,1505.98,19,21,21,Unfurnished,1,1,1,2.71,9.6,159.02
CH-357956,Chandigarh,Mid-Range,Villa,3,3,997.12,714.91,18,31,6,Semi-Furnished,1,1,1,7.04,10.47,102.22
BA-825926,Bangalore,Mid-Range,Apartment,4,4,1552.47,1265.01,3,6,3,Unfurnished,0,1,0,2.59,0.48,134.74
BA-186386,Bangalore,Mid-Range,Apartment,3,3,1185.31,826.8,9,39,8,Unfurnished,1,1,0,2.82,14.86,74.12
DE-635766,Delhi,Mid-Range,Villa,3,4,1401.46,1115.91,1,2,13,Unfurnished,1,0,1,6.06,6.6,244.48
PU-483587,Pune,Mid-Range,Builder Floor,3,4,1547.09,1195.58,7,8,5,Unfurnished,0,1,1,5.35,6.3,154.25
CH-840677,Chennai,Mid-Range,Independent House,3,3,943.27,780.08,22,26,22,Semi-Furnished,0,1,0,8.48,13.79,44.7
MU-956913,Mumbai,Affordable,Apartment,2,2,767.38,528.87,12,36,2,Furnished,0,1,0,1.73,10.33,119.31
CH-915194,Chandigarh,Premium,Builder Floor,1,2,1876.16,1553.41,18,20,34,Unfurnished,1,1,0,2.05,1.68,227.24
JA-852418,Jaipur,Mid-Range,Apartment,3,3,1289.89,850.19,15,18,10,Semi-Furnished,1,1,0,0.97,13.21,26.08
JA-930716,Jaipur,Mid-Range,Independent House,5,5,913.9,742.63,21,28,1,Furnished,0,1,0,3.32,11.11,48.72
KO-323791,Kolkata,Mid-Range,Builder Floor,2,3,924.59,635.84,30,35,14,Furnished,1,1,0,5.48,7.67,61.0
CH-683797,Chennai,Affordable,Villa,3,4,835.41,667.92,0,2,24,Furnished,1,0,1,4.18,6.6,31.73
HY-245940,Hyderabad,Affordable,Villa,2,2,368.82,286.91,8,24,7,Furnished,1,1,1,3.53,8.39,26.5
MU-201048,Mumbai,Affordable,Independent House,2,2,742.9,565.55,0,32,12,Furnished,0,1,1,4.82,6.94,85.58
KO-751955,Kolkata,Mid-Range,Villa,3,4,1048.69,733.53,23,34,27,Furnished,1,1,1,1.61,7.68,47.42
CH-573196,Chennai,Mid-Range,Independent House,4,4,1170.53,963.89,21,26,23,Semi-Furnished,1,1,0,1.96,8.4,85.91
CH-131654,Chandigarh,Mid-Range,Villa,2,3,974.76,775.76,2,4,10,Semi-Furnished,1,1,1,2.81,7.16,61.74
AH-943069,Ahmedabad,Affordable,Builder Floor,2,2,998.84,720.47,34,36,22,Furnished,1,1,0,5.78,13.92,23.34
MU-811174,Mumbai,Premium,Builder Floor,5,5,1697.14,1206.6,9,26,16,Furnished,1,1,1,4.08,6.66,579.47
PU-096383,Pune,Mid-Range,Independent House,1,2,983.19,683.08,10,28,15,Semi-Furnished,1,1,1,0.32,13.66,71.82
MU-592310,Mumbai,Affordable,Builder Floor,3,3,920.13,610.32,11,22,11,Furnished,0,1,0,0.37,8.93,151.17
CH-742487,Chandigarh,Mid-Range,Villa,1,1,1074.82,778.37,8,20,33,Furnished,1,1,1,2.83,10.49,39.61
KO-839332,Kolkata,Affordable,Builder Floor,4,4,742.71,485.0,7,28,10,Furnished,1,1,1,3.5,9.91,29.54
HY-403658,Hyderabad,Premium,Builder Floor,3,4,1670.49,1332.09,5,15,31,Semi-Furnished,0,1,0,1.78,12.32,120.13
AH-671132,Ahmedabad,Mid-Range,Villa,4,5,786.92,560.13,13,14,6,Semi-Furnished,1,1,1,0.24,12.5,31.82
BA-848121,Bangalore,Affordable,Apartment,3,3,702.93,527.88,2,25,0,Unfurnished,1,1,0,3.2,4.63,45.05
DE-908347,Delhi,Mid-Range,Builder Floor,2,2,659.67,448.02,4,9,5,Unfurnished,1,1,1,0.46,7.3,122.99
MU-133077,Mumbai,Affordable,Builder Floor,2,2,656.69,535.81,2,3,17,Semi-Furnished,1,0,1,4.62,4.75,91.35
CH-075308,Chandigarh,Affordable,Builder Floor,3,3,687.96,543.3,29,33,23,Furnished,1,1,0,1.3,12.63,30.81
DE-015245,Delhi,Premium,Apartment,1,2,2391.89,1932.16,0,3,34,Semi-Furnished,1,1,0,4.56,2.78,487.03
BA-181375,Bangalore,Affordable,Independent House,4,5,518.74,361.53,2,10,13,Furnished,1,1,1,1.89,4.45,40.55
CH-867607,Chandigarh,Affordable,Independent House,1,2,1203.02,997.8,3,26,3,Unfurnished,0,1,0,2.45,7.04,106.3
HY-212936,Hyderabad,Affordable,Builder Floor,2,3,890.14,604.68,22,23,9,Unfurnished,0,1,1,4.34,8.64,40.42
PU-940223,Pune,Mid-Range,Builder Floor,3,4,604.34,417.25,15,28,29,Semi-Furnished,0,1,0,2.74,4.18,40.61
BA-656465,Bangalore,Premium,Builder Floor,2,2,2108.4,1462.77,2,5,17,Furnished,0,1,1,4.3,16.37,159.54
BA-265525,Bangalore,Affordable,Builder Floor,1,2,782.07,595.43,5,17,14,Furnished,1,1,1,5.4,11.31,64.01
DE-116317,Delhi,Mid-Range,Villa,3,4,1281.14,922.35,13,22,22,Furnished,0,1,1,3.04,6.08,237.45
CH-144424,Chennai,Mid-Range,Independent House,5,6,877.56,711.29,7,12,7,Semi-Furnished,1,1,1,1.37,15.16,56.13
PU-844943,Pune,Premium,Builder Floor,2,2,2764.83,1959.95,4,26,19,Semi-Furnished,0,1,1,4.79,3.88,255.75
KO-089273,Kolkata,Mid-Range,Independent House,2,3,1175.35,966.78,11,20,3,Unfurnished,1,1,1,3.0,4.94,92.88
DE-715694,Delhi,Affordable,Builder Floor,5,6,706.92,515.7,20,36,23,Semi-Furnished,1,1,0,1.43,2.22,56.33
PU-593760,Pune,Mid-Range,Builder Floor,3,4,1246.43,1053.95,8,11,5,Unfurnished,1,1,1,1.0,12.94,143.77
CH-611716,Chennai,Affordable,Villa,2,2,1125.29,762.96,36,37,27,Furnished,1,1,1,3.47,6.15,145.09911006464935
PU-823094,Pune,Premium,Villa,4,4,3072.23,2567.0,0,6,30,Semi-Furnished,1,1,0,4.84,6.61,273.35
DE-846033,Delhi,Mid-Range,Independent House,2,2,1340.83,1062.15,24,30,3,Unfurnished,1,1,1,0.99,2.74,171.47
MU-021008,Mumbai,Mid-Range,Builder Floor,3,4,1328.34,1078.01,1,2,30,Semi-Furnished,1,0,0,4.18,2.94,160.22
HY-969861,Hyderabad,Mid-Range,Independent House,1,1,821.85,656.77,6,28,8,Unfurnished,1,1,1,3.33,8.29,97.72
PU-691168,Pune,Affordable,Independent House,2,2,968.37,648.45,0,36,9,Unfurnished,1,1,1,0.61,9.82,79.28
JA-656938,Jaipur,Affordable,Apartment,2,3,948.17,645.79,1,29,23,Unfurnished,0,1,0,3.73,5.21,31.26
DE-920293,Delhi,Mid-Range,Villa,5,5,671.49,519.83,12,17,0,Furnished,1,1,1,3.0,8.66,79.92
CH-731967,Chennai,Premium,Apartment,2,3,1288.96,886.68,0,17,26,Unfurnished,0,1,1,4.17,12.86,137.79
DE-533923,Delhi,Affordable,Independent House,3,4,1165.73,774.25,7,12,10,Furnished,0,1,1,1.3,13.08,283.76408512734525
HY-831411,Hyderabad,Affordable,Apartment,1,1,787.51,616.14,16,26,19,Semi-Furnished,0,1,1,2.95,7.4,44.74
MU-041150,Mumbai,Mid-Range,Apartment,1,1,949.57,777.13,1,7,18,Semi-Furnished,0,1,1,2.84,8.33,174.42
PU-522726,Pune,Affordable,Independent House,5,6,1168.54,830.2,6,23,27,Furnished,1,1,1,6.33,12.68,46.34
CH-911263,Chennai,Affordable,Apartment,3,4,757.83,644.06,0,2,23,Unfurnished,1,0,1,1.69,7.77,31.45
CH-868946,Chandigarh,Affordable,Independent House,5,6,627.02,491.58,0,6,17,Furnished,0,1,1,5.55,12.79,28.65
HY-373518,Hyderabad,Affordable,Independent House,3,4,725.04,588.77,6,19,3,Unfurnished,0,1,1,3.94,4.1,33.45
PU-521122,Pune,Mid-Range,Independent House,3,3,1474.68,1228.48,2,5,32,Furnished,1,1,1,0.63,11.91,114.99
BA-676746,Bangalore,Mid-Range,Builder Floor,2,3,1351.38,933.59,2,4,18,Unfurnished,1,1,0,2.1,12.13,70.51
BA-438327,Bangalore,Premium,Builder Floor,1,1,2524.97,2093.12,25,29,33,Furnished,0,1,1,3.1,5.26,247.05
CH-061924,Chennai,Mid-Range,Apartment,2,2,864.82,611.43,17,31,29,Semi-Furnished,0,1,0,4.06,7.32,72.79
KO-009145,Kolkata,Mid-Range,Apartment,3,4,1220.6,904.49,4,23,25,Furnished,1,1,1,4.26,3.63,89.2
CH-722488,Chandigarh,Affordable,Villa,3,3,729.71,536.4,22,28,23,Furnished,1,1,0,0.13,8.51,43.45
KO-654376,Kolkata,Mid-Range,Villa,1,2,1376.15,1063.13,2,24,8,Semi-Furnished,1,1,1,2.85,12.64,132.9978584629106
